0,1,2,grammared,tled,time
000000176606.jpg,แกะขาวที่ยืนอยู่หน้ารั้วไม้,a white sheep standing in front of a wooden fence ,แกะขาวยืนอยู่หน้ารั้วไม้,แกะสีขาวยืนอยู่ก่อนประตูไม้,1.5164995193481445
000000068387.jpg,นักพนันเบสบอลที่โยนไม้ตีในสนามกีฬา,a baseball player swinging a bat on a field ,,,0.0
000000309938.jpg,สุนัขสีน้ําตาลเล็ก ๆ ที่นั่งบนหนังสือ,a small brown dog sitting on top of a book ,สุนัขสีน้ำตาลเล็ก ๆ นั่งอยู่บนหนังสือ,หมาสีน้ำตาลตัวเล็กนั่งอยู่บนหนังสือ,2.1008853912353516
000000370042.jpg,จํานวนของถังที่ดินใกล้อาคาร,a number of vases on the ground near a building ,,,0.0
000000450100.jpg,ขนมเค้กที่มีน้ําแข็งสีชมพูบนมันพร้อมกับถ้วย ,a cupcake with pink frosting on top of it with a spoon ,ขนมเค้กที่มีน้ำแข็งสีชมพูบนมันพร้อมกับถ้วย,กาแฟที่มีฟรอสติ้งสีชมพูอยู่ด้านบนพร้อมช้อน,2.5265564918518066
000000053626.jpg,สามคนบนสกี โพสเพื่อถ่ายภาพ,three people on skis posing for a picture ,,,0.0
000000576031.jpg,ผู้หญิงที่เล่นสกีในหิมะ,a woman on skis in the snow ,ผู้หญิงที่เล่นสกีในหิมะ,ผู้หญิงคนหนึ่งกำลังเล่นสกีในหิมะ,1.8931362628936768
000000337498.jpg,ชิ้นพิซซ่าบนจาน,a slice of pizza on a plate ,,,0.0
000000035770.jpg,ห้องน้ํา พร้อมห้องน้ําและห้องน้ํา,a bathroom with a toilet and a sink ,ห้องน้ํามีห้องน้ําและห้องน้ํา,ห้องน้ำที่มีห้องน้ำและอ่างอาบน้ำ,1.7916951179504395
000000480275.jpg,รถจักรยานที่มีถังกล้วยอยู่ข้างๆ,a bicycle with a basket of bananas next to it ,,,0.0
000000369751.jpg,สัญลักษณ์จุดหยุดสีแดงที่นั่งอยู่ข้างถนน ,a red stop sign sitting on the side of the road ,สัญลักษณ์จุดหยุดสีแดงที่นั่งอยู่ข้างถนน,ป้ายหยุดสีแดงตั้งอยู่ข้างถนน,1.9601550102233887
000000153529.jpg,ผู้หญิงที่ยืนอยู่ข้างถุงกระเป๋าเดินทาง,a woman standing next to a luggage bag ,,,0.0
000000090108.jpg,"ห้องน้ํา พร้อมห้องน้ํา, สระน้ํา, ห้องน้ําและอาบน้ํา","a bathroom with a toilet, sink, tub and shower ","ห้องน้ํา พร้อมห้องน้ํา, สระน้ํา, ห้องน้ําและอาบน้ำ","ห้องน้ำที่มีห้องน้ำ, อ่างล้างมือ, อ่างอาบน้ำและอาบน้ำอาบน้ำ",3.056243419647217
000000447314.jpg,ผู้หญิงและเด็กที่บินสายพานในสนาม,a woman and a child flying a kite in a field ,,,0.0
000000483999.jpg,กลุ่มใหญ่ของผู้คนนั่งอยู่รอบโต๊ะกิน,a large group of people sitting around a table eating ,กลุ่มใหญ่ของผู้คนนั่งอยู่รอบโต๊ะกิน,กลุ่มคนใหญ่นั่งรอบโต๊ะกินอาหาร,2.081134080886841
000000404128.jpg,เครื่องบินเลื่อนเล็กบนทางบินที่มีพื้นฐานฟ้า,a small propeller plane on a runway with a sky background ,,,0.0
000000140640.jpg,ผู้หญิงสองคนยืนอยู่ข้างหน้าเค้ก,two women standing next to each other in front of a cake ,ผู้หญิงสองคนยืนอยู่ข้างหน้าเค้ก,สองคนยืนเคียงข้างกันหน้าเค้ก,1.8601970672607422
000000278463.jpg,คอมพิวเตอร์เล็ปท็อป ที่นั่งบนโต๊ะ,a laptop computer sitting on top of a desk ,,,0.0
000000192964.jpg,ชายที่นั่งสเกตบอร์ดอยู่บนครึ่งท่อ,a man riding a skateboard on top of a half pipe ,ชายผู้นั่งสเกตบอร์ดอยู่บนครึ่งท่อ,ชายคนหนึ่งกำลังขี่สเก็ตบอร์ดบนระนาบครึ่ง,2.4095869064331055
000000366884.jpg,สุนัขที่นั่งอยู่ในห้องนั่งเล่นข้างหน้าประตู,a dog sitting in a living room next to a door ,,,0.0
000000006614.jpg,ชุดผักและผลไม้บนโต๊ะ,an assortment of fruits and vegetables on a table ,ผักและผลไม้อยู่บนโต๊ะ,มีผลไม้และผักหลากหลายชนิดบนโต๊ะ,1.8478565216064453
000000047740.jpg,ผู้หญิงคนหนึ่งนั่งอยู่บนชายหาดพร้อมกับสายพาน,a woman is sitting on the beach with a kite ,,,0.0
000000341058.jpg,ชมนาฬิกาที่วางไว้บนเสาหน้าต้นปาล์ม,a clock on a pole in front of a palm tree ,,,0.0
000000473237.jpg,สาวน้อยกินปิซซ่า,a young girl eating a slice of pizza ,,,0.0
000000402519.jpg,นกสีเหลืองและสีเขียวนั่งบนกิ่ง,a yellow and green bird sitting on a branch ,นกสีเหลืองและสีเขียวนั่งบนกิ่งไม้,นกสีเหลืองและเขียวนั่งบนกิ่งไม้,1.918304204940796
